Rb.;"Naziv tijela";OIB;Adresa;"Br. pošte";Grad;Telefon;Fax;Www;E-mail;"Ime i prezime službenika";"Tel. službenika";"E-mail. službenika";Osnivač;"Pravni status";Djelatnost;"Zadnja izmjena"
1591;"Gradska knjižnica Rijeka";53791148489;"Matije Gupca 23";51000;Rijeka;"(+385 51) 211 139";"(+385 51) 338 609";www.gkr.hr;gkri@gkri.hr;"Ines Svalina";"(+385 51) 212 028";ines.svalina@gkri.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";
1592;"Gradska knjižnica Samobor";54589356882;"Krležina 9";10430;Samobor;"(+385 1) 3361 803";"(+385 1) 3363 439";www.samobor.hr/knjiznica;mdimnjakovic@samobor.hr;"Mirjana Dimnjaković";"(+385 1) 3361 803";mdimnjakovic@samobor.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2018-02-20 10:52:28"
1593;"Gradska knjižnica Senj";43290797770;"Trg Cilnica 11";53270;Senj;"(+385 53) 881 108";"(+385 53) 881 108";;gradska.knjiznica.senj@gs.t-com.hr;"Ana Prpić Rogić";"(+385 53) 881 108";gradska.knjiznica.senj@gs.t-com.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";
1594;"Gradska knjižnica Sinj";25668354659;"Ulica alajčauša Frane Bareze Šore 1";21230;Sinj;"(+385 21) 821 283";"(+385 21) 821 283";www.gksinj.hr;gk-sinj@st.t-com.hr;"Ira Pandža";"(+385 21) 821 283";gk-sinj@st.ht.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2021-01-08 09:09:12"
1595;"Gradska knjižnica Slavka Kolara Čazma";09555862985;"Ulica Alojza Vulinca 3";43240;Čazma;"(+385 43) 771 089";"(+385 43) 227 176";www.gradska-knjiznica-cazma.hr;gradska.knjiznica.cazma@email.t-com.hr;"Vinka Jelić-Balta";"(+385 99) 7032 635";slavko.kolar.knjiznica@gmail.com;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2016-10-10 12:37:19"
1596;"Gradska knjižnica Slavonski Brod";95609415987;"Trg Stjepana Miletića 12";35000;"Slavonski Brod";"(+385 35) 446 963";"(+385 35) 446 512";www.gksb.hr;gksb@gksb.hr;"Mirna Grubanović";"(+385 35) 446 963";mirna.grubanovic@gksb.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2019-03-25 08:46:41"
1597;"Gradska knjižnica Solin";45530353856;"Zvonimirova 117d";21210;Solin;"(+385 21) 213 327";"(+385 21) 213 327";www.knjiznicasolin.hr;info@knjiznicasolin.hr;"Matko Luetić";"(+385 21) 213 327";mluetic@knjiznicasolin.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2019-01-28 10:06:32"
1598;"Gradska knjižnica Sveti Ivan Zelina";92149860912;"Trg Ante Starčevića 12";10380;"Sveti Ivan Zelina";"(+385 1) 2061 064";"(+385 1) 2059 222";www.knjiznica-zelina.hr;gradska.knjiznica@zg.t-com.hr;"Robert Svornik";"(+385 1) 2061 064";info@knjiznica-zelina.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";
1599;"Gradska knjižnica Trilj";64062987764;"Poljičke Republike 17a";21240;Trilj;"(+385 21) 831 454";;;gradska.knjiznica.trilj@st.t-com.hr;"Marijana Svalina";"(+385 21) 831 454";gradska.knjiznica.trilj@st.t-com.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2019-01-31 11:31:00"
1600;"Gradska knjižnica Trogir";53814857713;"Obala bana Berislavića 15";21220;Trogir;"(+385 21) 882 949";"(+385 21) 881 711";www.gkt.hr;gkt@gkt.hr;"Sanda Marlais Buble";"(+385 21) 881 406";gkt@gkt.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2016-02-02 12:57:44"
1601;"Gradska knjižnica Umag";69807399024;"Trgovačka 6";52470;Umag;"(+385 52) 721 561";"(+385 52) 721 560";www.gku-bcu.hr;knjiznica@gku-bcu.hr;"Tihana Dežjot Alessio";"(+385 52) 721 561";knjiznica@gku-bcu.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2018-01-25 10:02:20"
1602;"Gradska knjižnica Velika Gorica";53468267149;"Zagrebačka 37";10410;"Velika Gorica";"(+385 1) 6253 338";"(+385 1) 6237 823";www.knjiznica-vg.hr;ravnateljica@knjiznica-vg.hr;"Dominka Kolarec";"(+385 1) 6253 338";dominka@knjiznica-vg.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";
1603;"Gradska knjižnica Vodice";45204120866;"Obala Vladimira Nazora 4";22211;Vodice;"(+385 22) 442 095";"(+385 22) 442 095";www.gkv.hr;info@gkv.hr;"Ivica Bilan";"(+385 22) 442 095";info@gkv.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2016-02-01 13:00:48"
1604;"Gradska knjižnica Vrlika";80225189791;"Trg dr. Franje Tuđmana b.b.";21236;Vrlika;"(+385 21) 827 333";;;gradska.knjiznica.vrlika@st.t-com.hr;;;;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";
1605;"Gradska knjižnica Vukovar";42623151665;"Trg Republike Hrvatske 1";32000;Vukovar;"(+385 32) 441 267";"(+385 32) 450 350";www.gkvu.hr;ravnateljica@gkvu.hr;"Jelena Miškić";"(+385 32) 450 351";ravnateljica@gkvu.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2016-08-09 14:07:46"
1606;"Gradska knjižnica Zadar";59559512621;"Stjepana Radića 11b";23000;Zadar;"(+385 23) 301 103";"(+385 23) 315 857";www.gkzd.hr;gkzd@gkzd.hr;"Mladen Masar";"(+385 23) 301 103";mladen.masar@gkzd.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2020-01-22 14:32:08"
1607;"Gradska knjižnica Zlatar";26007163252;"Zagrebačka 2";49250;Zlatar;"(+385 49) 466 845";"(+385 49) 466 845";www.knjiznica-zlatar.hr;info@knjiznica-zlatar.hr;"Lovorka Puklin";"(+385 49) 466 845";info@knjiznica-zlatar.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";
1608;"Gradska knjižnica Županja";54508123154;"Veliki kraj 66";32270;Županja;"(+385 32) 831 944";"(+385 32) 831 044";www.gkzu.hr;gk-zupanja@vu.t-com.hr;"Jurica Buljan";"(+385 32) 831 944";gk-zupanja@vu.t-com.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2018-01-12 12:59:30"
1609;"Gradska ljekarna Zagreb";37268254106;"Kralja Držislava 6";10000;Zagreb;"(+385 1) 4557 102";"(+385 1) 4555 043";www.gljz.hr;pitanja@gljz.hr;"Snježana Weltinger";"(+385 1) 4724 652";weltingers@gljz.hr;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Ustanove;Zdravstvo;"2017-01-18 11:35:48"
1610;"Gradska plinara Krapina d.o.o.";25884640941;"Frana Galovića 7b";49000;Krapina;"(+385 49) 300 273";"(+385 49) 301 973";www.gpk.hr;gpk@gpk.hr;"Ivana Kamenečki";"(+385 98) 721 288";ivana.kamenecki@gpk.hr;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2016-01-29 15:18:18"
1611;"Gradska plinara Zagreb - Opskrba d.o.o.";74364571096;"Radnička cesta 1";10000;Zagreb;"(+385 1) 6184 601";"(+385 1) 6429 456";www.gpz-opskrba.hr;opskrba@gpz-opskrba.hr;"Ena Ercegovac";"(+385 1) 6184 601";ena.ercegovac@gpz-opskrba.hr;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";"Trgovačka društva";Gospodarstvo;"2020-02-27 08:48:28"
1612;"Gradska plinara Zagreb d.o.o.";20985255037;"Radnička cesta 1";10000;Zagreb;"(+385 1) 6437 777";"(+385 1) 4698 600";www.plinara-zagreb.hr;info-gpz@plinara-zagreb.hr;"Velinka Buljan";"(+385 1) 6437 560";velinka.buljan@plinara-zagreb.hr;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2017-05-16 13:53:41"
1613;"Gradska razvojna agencija Slatine";10997718673;"Braće Radić 2";33520;Slatina;"(+385 33) 400 414";;www.gras.com.hr;info@gras.com.hr;"Mirela Prlić";"(+385 33) 400 414";mirela@gras.com.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Regionalni razvoj";"2022-01-28 10:59:35"
1614;"Gradska toplana d.o.o. Karlovac";84300617934;"Tina Ujevića 7";47000;Karlovac;"(+385 47) 411 166";;www.gradska-toplana.hr;info@gradska-toplana.hr;"Ivana Staniša Glumac";"(+385 47) 411 166";ivana.stanisa-glumac@gradska-toplana.hr;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2022-02-18 08:35:19"
1615;"Gradska tržnica d.o.o. Varaždin";31452810613;"Augusta Šenoe 12";42000;Varaždin;"(+385 42) 320 055";"(+385 42) 302 902";www.varazdinskiplac.hr;knjigovodstvo@varazdinskiplac.hr;"Mariijan Mesek";"(+385 42) 320 055";info@varazdinskiplac.hr;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2017-01-25 10:15:07"
1616;"Gradska tržnica Daruvar d.o.o.";85497457047;"Kolodvorska 4/I";43500;Daruvar;"(+385 43) 331 312";"(+385 43) 331 095";;trznicadaruvar1@gmail.com;"Nikolina Glodić";"(+385 43) 331 312";trznicadaruvar1@gmail.com;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2020-02-10 08:17:14"
1617;"Gradska tržnica Sisak-Centar dijeljenih usluga d.o.o.";74724522703;"Trg Josipa Mađerića 1";44000;Sisak;"(+385 44) 547 085";"(+385 44) 547 051";www.trznica-sisak.hr;trznica@trznica-sisak.hr;"Marica Šimanović";"(+385 44) 547 085";trznica@trznica-sisak.hr;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2021-01-18 12:16:02"
1618;"Gradska vatrogasna zajednica Mali Lošinj";82513285640;"Lošinjskih brodograditelja 37";51550;"Mali Lošinj";"(+385 51) 231 448";"(+385 51) 233 206";www.vatrogasci-losinj.info;gvz@vatrogasci-losinj.info;"Mirko Kajkara";"(+385 91) 5170 830";mirkokajkara@yahoo.com;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 09:41:36"
1619;"Gradska vatrogasna zajednica Rijeka";19552123493;"Krešimirova 38";51000;Rijeka;"(+385 51) 359 112";"(+385 51) 339 894";;vatrogasci-rijeka@inet.hr;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 09:41:31"
1620;"Gradska vatrogasna zajednica Varaždin";17334687200;"Trenkova 44";42000;Varaždin;"(+385 42) 230 346";"(+385 42) 658 527";;gvz-varazdin@vz.t-com.hr;"Marijan Ožinger";"(+385 42) 230 346";"gvz-varazdin@vz.t-com.hr; mozinger@net.hr";"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 09:41:27"
1621;"Gradske Galerije Osijek";16870613484;"Fakultetska 7";31000;Osijek;"(+385 31) 320 981";"(+385 31) 320 978";;ggosijek@gmail.com;"Marijana Fumić";"(+385 31) 320 981";ggosijek@gmail.com;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2019-02-04 10:39:26"
1622;"Gradske ljekarne Sisak";85377178926;"Stjepana i Antuna Radića 48";44000;Sisak;"(+385 44) 524 611";"(+385 44) 524 505";www.gljs.hr;gljs-uprava@sk.t-com.hr;"Iva Kolar Ferenčak";"(+385 44) 524 504";centralnanabava@gljs.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;Zdravstvo;"2018-02-06 12:42:34"
1623;"Gradski bazeni Varaždin";79574185231;"Zagrebačka 85a";42000;Varaždin;"(+385 42) 215 366";"(+385 42) 215 363";www.bazeni-varazdin.hr;info@bazeni-varazdin.hr;"Katarina Kopriva";"(+385 42) 215 366";pristup.info@bazeni-varazdin.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Odgoj, obrazovanje, znanost i sport";"2017-11-02 09:26:30"
1624;"Gradski muzej Bjelovar";68449780251;"Trg Eugena Kvaternika 1";43000;Bjelovar;"(+385 43) 244 207";"(+385 43) 243 220";www.gradski-muzej-bjelovar.hr;muzej-bjelovar@optinet.hr;"Tomislav Žluticky-Iveković";"(+385 43) 244 207";muzej-bjelovar@optinet.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2021-01-19 09:38:22"
1625;"Gradski muzej Drniš";97676976796;"Domovinskog rata 38";22320;Drniš;"(+385 22) 886 774";"(+ 385 22 ) 888 132";www.gmd.hr;gradski.muzej.drnis@gmail.com;"Antonia Tomić";"(+385 22) 886 774";gradski.muzej.drnis@gmail.com;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2021-02-11 09:17:16"
1626;"Gradski muzej Jastrebarsko";05990663548;"Vladka Mačeka 1";10450;Jastrebarsko;"(+385 1) 6283 991";;www.gmj.hr;muzej@czk-jastrebarsko.hr;"Jelena Škrabe";"(+385 1) 6283 991";muzej@czk-jastrebarsko.hr;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Ustanove;"Kultura i umjetnost";"2022-04-07 15:32:31"
1627;"Gradski muzej Karlovac";25177148317;"Strossmayerov trg 7";47000;Karlovac;"(+385 47) 615 980";"(+385 47) 615 981";www.gmk.hr;gradski-muzej@ka.t-com.hr;"Natalija Huljina";"(+385 47) 615 980";natalija.huljina@gmk.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2020-02-04 09:50:56"
1628;"Gradski muzej Korčula";24240262374;"Trg sv. Marka b.b.";20260;Korčula;"(+385 20) 711 420";;;gm-korcula@du.t-com.hr;"Marija Hajdić";;marija@gm-korcula.com;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2021-02-03 10:57:01"
1629;"Gradski muzej Križevci";51151853538;"Tome Sermagea 2";48260;Križevci;"(+385 48) 711 210; (+385 48) 682 958";"(+385 48) 711 210";www.gradski-muzej-krizevci.hr;gmk@kc.t-com.hr;"Lana Okroša Rožić";"(+385 48) 682 958";muzej.krizevci@email.htnet.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2020-01-20 12:53:46"
1630;"Gradski muzej Makarska";17911171377;"Obala kralja Tomislava 17/I";21300;Makarska;"(+385 21) 612 302";;www.mdc.hr;gradski-muzej-makarska@st.htnet.hr;;;gradski-muzej-makarska@st.htnet.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";
1631;"Gradski muzej Nova Gradiška";68965672667;"Trg kralja Tomislava 7";35400;"Nova Gradiška";"(+385 35) 331 582";;http://www.gmng.hr/;gradski-muzej-ng@inet.hr;"Marija Mihaljević";;marija.mihaljevic111@gmail.com;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2018-02-01 13:41:53"
1632;"Gradski muzej Novalja";84607376024;"Ulica kralja Zvonimira 27";53291;Novalja;"(+385 53) 661 160";;;gmnovalja@email.t-com.hr;"Dražen Peranić";"(+385 95) 3910 368";gmnovalja@email.t-com.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2019-01-16 08:38:08"
1633;"Gradski muzej Omiš";43503370601;"Ante Starčevića 5";21310;Omiš;"(+385 21) 861 847";;;muzej.omis@optinet.hr;;;;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";
1634;"Gradski muzej Požega";46708631522;"Matice hrvatske 1";34000;Požega;"(+385 34) 272 130; (+385 34) 312 945";"(+385 34) 276 017";www.gmp.hr;info@gmp.hr;"Tatjana Pajkr Engelmann";"(+385 34) 272 130";tanja@gmp.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";
1635;"Gradski muzej Senj";17310747046;"Milana Ogrizovića 5";53270;Senj;"(+385 53) 881 141";;;gradski.muzej.senj@gs.t-com.hr;"Blaženka Ljubović";"(+385 53) 881 141";gradski.muzej.senj@gs.t-com.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2017-02-09 11:38:30"
1636;"Gradski muzej Sisak";50461238861;"Ulica kralja Tomislava 10";44000;Sisak;"(+385 44) 811 811";"(+385 44) 543 225";www.muzej-sisak.hr;ravnatelj@muzej-sisak.hr;"Vedrana Juranović";"(+385 44) 811 811";vedrana.juranovic@muzej-sisak.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2022-01-10 09:41:01"
1637;"Gradski muzej Varaždin";79080044388;"Šetalište Josipa Jurja Strossmayera 3";42000;Varaždin;"(+385 42) 658 750; (+385 42) 658 751";"(+385 42) 658 755";www.gmv.hr;muzej@gmv.hr;"Anita Peričić";"(+385 42) 658 754";anita.pericic@gmv.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";
1638;"Gradski muzej Vinkovci";65812849153;"Trg bana Josipa Šokčevića 16";32100;Vinkovci;"(+385 32) 332 504";"(+385 32) 337 701";www.muzejvk.hr;muzej@muzejvk.hr;"Tatjana Crnjak";"(+385 32) 332 504";tajnistvo@muzejvk.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2018-01-17 11:08:51"
1639;"Gradski muzej Virovitica";73812960337;"Trg bana Josipa Jelačića 23";33000;Virovitica;"(+385 33) 722 127";"(+385 33) 722 127";www.muzejvirovitica.hr;muzej.virovitica1234@gmail.com;"Ivan Borbaš";"(+385 99) 4887 421";muzej.virovitica1234@gmail.com;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2022-02-07 14:02:20"
1640;"Gradski muzej Vukovar";07469790013;"Dvorac Eltz, Županijska 2";32000;Vukovar;"(+385 32) 441 270";"(+385 32) 441 274";;gmv@muzej-vukovar.hr;"Anita Brkić";"(+385 32) 441 270";abrkic@muzej-vukovar.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2022-02-10 08:11:53"
1641;"Gradski objekti Vrbovec d.o.o.";78490913235;"Trg Petra Zrinskog 9";10340;Vrbovec;"(+385 1) 2799 900";;;gradski.objekti@vrbovec.hr;"Hrvoje Radin";"(+385 1) 2799 900";gradski.objekti@vrbovec.hr;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";Turizam;"2021-12-17 14:12:36"
1642;"Gradski parking d.o.o.";87342329948;"Draga 14";22000;Šibenik;"(+385 22) 200 770";"(+385 22) 200 771";www.gradski-parking.hr;gradski-parking@gradski-parking.hr;"Anita Skorin";"(+385 22) 200 770";anita.skorin@gradski-parking.hr;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Promet i komunikacije";"2016-01-25 16:04:04"
1643;"Gradski prijevoz putnika d.o.o.";96779488329;"Ulica cara Hadrijana 1";31000;Osijek;"(+385 31) 228 333";"(+385 31) 207 077";www.gpp-osijek.com;gpp@gpp-osijek.com;"Sanda Jelić Marušić";"(+385 31) 228 333";pristup.informacijama@gpp-osijek.com;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2021-10-20 12:29:36"
1644;"Gradski sportski centar - Makarska";26285167092;"Franjevački put 2";21300;Makarska;"(+385 21) 611 177";"(+385 21) 611 800";www.sportski-centar-makarska.hr;sport@sportski-centar-makarska.hr;"Marta Mitar";"(+385 21) 611 177";pravni@sportski-centar-makarska.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Odgoj, obrazovanje, znanost i sport";"2021-10-20 12:40:51"
1645;"Gradski stanovi Varaždin";73172441120;"Ulica Stanka Vraza 8 C";42000;Varaždin;"(+385 42) 201 412";"(+385 42) 212 126";www.gradski-stanovi.hr;info@gradski-stanovi.hr;"Mladen Hirš";"(+385 42) 201 431";info@gradski-stanovi.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;Gospodarstvo;"2020-02-11 08:15:57"
1646;"Gradsko dramsko kazalište Gavella";23901219315;"Frankopanska 10";10000;Zagreb;"(+385 1) 4849 222";"(+385 1) 4848 540";www.gavella.hr;gavella@gavella.hr;"Mirna Matković; Martina Matota";"(+385 1) 4864 648; (+385 1) 4864 604";pzi@gavella.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2018-11-19 12:38:41"
1647;"Gradsko društvo Crvenog križa Beli Manastir";53440067119;"Vladimira Nazora 28a";31300;"Beli Manastir";"(+385 31) 703 422";"(+385 31) 701 275";;gdck.belimanastir@gmail.com;"Damir Mendler";"(+385 31) 703 422";ravnatelj@gdck-belimanastir.hr;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Socijalna zaštita";"2020-10-21 12:11:11"
1648;"Gradsko društvo Crvenog križa Benkovac";50486940646;"Petra Zoranića 5a";23420;Benkovac;"(+385 23) 681 118";"(+385 23) 681 118";;ck-benkovac@zd.htnet.hr;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Socijalna zaštita";"2018-12-20 09:01:01"
1649;"Gradsko društvo Crvenog križa Biograd na Moru";94471297114;"Trg hrvatskih velikana 27";23210;"Biograd na Moru";"(+385 23) 383 761";"(+385 23) 385 001";www.gdckbnm.hr;crvenikrizbiogrd@zd.t-com.hr;"Franka Troskot";"(+385 23) 383 761";crvenikrizbiograd@zd.t-com.hr;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Socijalna zaštita";"2018-12-20 09:00:56"
1650;"Gradsko društvo Crvenog križa Bjelovar";48153738937;"Ulica 108. puka 1";43000;Bjelovar;"(+385 43) 244 806; (+385 43) 410 100";;www.dckbbz.hr;hck.bjelovar@gmail.com;"Vida Malek";"(+385 98) 9205 222";vidamalek@gmail.com;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Socijalna zaštita";"2018-12-20 09:00:52"
1651;"Gradsko društvo Crvenog križa Buje";23748893055;"1. svibnja 9";52460;Buje;"(+385 52) 772 446";"(+385 52) 772 446";www.crvenikrizbujstine.net;crveni.kriz.buje@hi.t-com.hr;"Hrvoje Kovačević";"(+385 91) 1772 446";crveni.kriz.buje@hi.t-com.hr;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Socijalna zaštita";"2022-01-19 15:39:41"
1652;"Gradsko društvo Crvenog križa Buzet";40259003662;"Ulica II. istarske brigade 13/I";52420;Buzet;"(+385 52) 662 445";"(+385 52) 662 445";;crveni.kriz.buzet@gmail.com;"Lara Černeka";"(+385 91) 972 807";cernekal@gmail.com;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Socijalna zaštita";"2018-12-20 09:00:38"
1653;"Gradsko društvo Crvenog križa Crikvenica";84519451044;"Trg Stjepana Radića 2";51260;Crikvenica;"(+385 51) 677 217";"(+385 51) 677 217";www.dck-pgz.hr/gradska-drustva/gradsko-drustvo-crvenog-kriza-crikvenica/;crikvenica.hck@ri.t-com.hr;"Irena Gašparović";"(+385 51) 677 217";crikvenica.hck@ri.t-com.hr;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Socijalna zaštita";"2019-01-10 08:20:15"
